run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
ERR210231	SAMEA2042499	ERX184896	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210231/ERR210231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210231/MH0117_20100125L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210231	Stool sample from danish	
ERR210234	SAMEA2042500	ERX184899	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210234/ERR210234.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210234/MH0118_20100124L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210234	Stool sample from danish	
ERR210239	SAMEA2042501	ERX184904	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210239/ERR210239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210239/MH0120_20100125L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210239	Stool sample from danish	
ERR210240	SAMEA2042502	ERX184905	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210240/ERR210240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210240/MH0121_20091105.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210240	Stool sample from danish	
ERR210246	SAMEA2042553	ERX184911	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210246/ERR210246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210246/MH0123_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210246	Stool sample from danish	
ERR210247	SAMEA2042553	ERX184912	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210247/ERR210247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210247/MH0123_20100124L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210247	Stool sample from danish	
ERR210252	SAMEA2042554	ERX184917	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210252/ERR210252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210252/MH0124_20100129L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210252	Stool sample from danish	
ERR210253	SAMEA2042554	ERX184918	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210253/ERR210253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210253/MH0124_20100129L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210253	Stool sample from danish	
ERR210256	SAMEA2042555	ERX184921	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210256/ERR210256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210256/MH0125_20100124L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210256	Stool sample from danish	
ERR210259	SAMEA2042556	ERX184924	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210259/ERR210259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210259/MH0126_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210259	Stool sample from danish	
ERR210261	SAMEA2042556	ERX184926	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210261/ERR210261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210261/MH0126_20100129L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210261	Stool sample from danish	
ERR210262	SAMEA2042556	ERX184927	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210262/ERR210262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210262/MH0126_20100129L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210262	Stool sample from danish	
ERR210263	SAMEA2042557	ERX184928	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210263/ERR210263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210263/MH0127_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210263	Stool sample from danish	
ERR210265	SAMEA2042557	ERX184930	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210265/ERR210265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210265/MH0127_20100125L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210265	Stool sample from danish	
ERR210268	SAMEA2042558	ERX184933	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210268/ERR210268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210268/MH0128_20100124L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210268	Stool sample from danish	
ERR210270	SAMEA2042558	ERX184935	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210270/ERR210270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210270/MH0128_20100128L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210270	Stool sample from danish	
ERR210272	SAMEA2042559	ERX184937	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210272/ERR210272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210272/MH0129_20100124L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210272	Stool sample from danish	
ERR210273	SAMEA2042559	ERX184938	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210273/ERR210273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210273/MH0129_20100125L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210273	Stool sample from danish	
ERR210277	SAMEA2042560	ERX184942	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210277/ERR210277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210277/MH0130_20100129L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210277	Stool sample from danish	
ERR210279	SAMEA2042561	ERX184944	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210279/ERR210279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210279/MH0132_20091028.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210279	Stool sample from danish	
ERR210280	SAMEA2042561	ERX184945	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210280/ERR210280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210280/MH0132_20100124L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210280	Stool sample from danish	
ERR210285	SAMEA2042562	ERX184950	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210285/ERR210285.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210285/MH0133_20100125L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210285	Stool sample from danish	
ERR210288	SAMEA2042563	ERX184953	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210288/ERR210288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210288/MH0134_20100124L6.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210288	Stool sample from danish	
ERR210291	SAMEA2042564	ERX184956	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210291/ERR210291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210291/MH0135_20091028.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210291	Stool sample from danish	
ERR210296	SAMEA2042566	ERX184961	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210296/ERR210296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210296/MH0136_20100128L6.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210296	Stool sample from danish	
ERR210297	SAMEA2042566	ERX184962	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210297/ERR210297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210297/MH0136_20100129L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210297	Stool sample from danish	
ERR210298	SAMEA2042566	ERX184963	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210298/ERR210298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210298/MH0136_20100129L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210298	Stool sample from danish	
ERR210299	SAMEA2042567	ERX184964	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210299/ERR210299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210299/MH0137_20091011.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210299	Stool sample from danish	
ERR210301	SAMEA2042567	ERX184966	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210301/ERR210301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210301/MH0137_20100128L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210301	Stool sample from danish	
ERR210315	SAMEA2042609	ERX184980	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210315/ERR210315.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210315/MH0147_20100129L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210315	Stool sample from danish	
ERR210322	SAMEA1973207	ERX184987	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210322/ERR210322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210322/MH0151_20091105.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210322	Stool sample from danish	
ERR210323	SAMEA2042613	ERX184988	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210323/ERR210323.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210323/MH0152_20091105.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210323	Stool sample from danish	
ERR210332	SAMEA2042646	ERX184997	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210332/ERR210332.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210332/MH0162_20091115.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210332	Stool sample from danish	
ERR210333	SAMEA2042647	ERX184998	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210333/ERR210333.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210333/MH0163_20091103.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210333	Stool sample from danish	
ERR210341	SAMEA2042650	ERX185006	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210341/ERR210341.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210341/MH0166_20091031.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210341	Stool sample from danish	
ERR210342	SAMEA2042650	ERX185007	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210342/ERR210342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210342/MH0166_20100124L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210342	Stool sample from danish	
ERR210343	SAMEA2042650	ERX185008	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210343/ERR210343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210343/MH0166_20100305L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210343	Stool sample from danish	
ERR210347	SAMEA2042651	ERX185012	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210347/ERR210347.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210347/MH0167_20100125L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210347	Stool sample from danish	
ERR210350	SAMEA2042653	ERX185015	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210350/ERR210350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210350/MH0168_20100125L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210350	Stool sample from danish	
ERR210354	SAMEA2042655	ERX185019	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210354/ERR210354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210354/MH0170_20091116.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210354	Stool sample from danish	
ERR210355	SAMEA2042655	ERX185020	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210355/ERR210355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210355/MH0170_20100124L6.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210355	Stool sample from danish	
ERR210356	SAMEA2042655	ERX185021	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210356/ERR210356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210356/MH0170_20100125L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210356	Stool sample from danish	
ERR210357	SAMEA2042655	ERX185022	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210357/ERR210357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210357/MH0170_20100125L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210357	Stool sample from danish	
ERR210368	SAMEA2042733	ERX185033	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210368/ERR210368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210368/MH0180_20091110.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210368	Stool sample from danish	
ERR210371	SAMEA2042737	ERX185036	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210371/ERR210371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210371/MH0183_20091117.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210371	Stool sample from danish	
ERR210374	SAMEA2042737	ERX185039	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210374/ERR210374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210374/MH0183_20100125L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210374	Stool sample from danish	
ERR210375	SAMEA2042738	ERX185040	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210375/ERR210375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210375/MH0184_20091116.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210375	Stool sample from danish	
ERR210378	SAMEA2042738	ERX185043	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210378/ERR210378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210378/MH0184_20100129L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210378	Stool sample from danish	
ERR210381	SAMEA2042741	ERX185046	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210381/ERR210381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210381/O2.UC1-0_090112.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210381	Stool sample from spanish	
ERR210382	SAMEA2042741	ERX185047	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210382/ERR210382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210382/O2.UC1-0_090127.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210382	Stool sample from spanish	
ERR210386	SAMEA2042745	ERX185051	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210386/ERR210386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210386/O2.UC12-0_090112.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210386	Stool sample from spanish	
ERR210391	SAMEA2042829	ERX185056	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210391/ERR210391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210391/O2.UC13-0_090127.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210391	Stool sample from spanish	
ERR210392	SAMEA2042832	ERX185057	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210392/ERR210392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210392/O2.UC13-2_20091130.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210392	Stool sample from spanish	
ERR210394	SAMEA2042831	ERX185059	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210394/ERR210394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210394/O2.UC14-0_090127.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210394	Stool sample from spanish	
ERR210396	SAMEA2042833	ERX185061	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210396/ERR210396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210396/O2.UC16-0_090114.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210396	Stool sample from spanish	
ERR210398	SAMEA2042834	ERX185063	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210398/ERR210398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210398/O2.UC16-2_20091130.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210398	Stool sample from spanish	
ERR210399	SAMEA2042835	ERX185064	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210399/ERR210399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210399/O2.UC17-0_090114.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210399	Stool sample from spanish	
ERR210400	SAMEA2042835	ERX185065	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210400/ERR210400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210400/O2.UC17-0_090127.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210400	Stool sample from spanish	
ERR210401	SAMEA2042836	ERX185066	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210401/ERR210401.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210401/O2.UC17-2_100409.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210401	Stool sample from spanish	
ERR210408	SAMEA1972440	ERX185073	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210408/ERR210408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210408/O2.UC19-2_100409.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210408	Stool sample from spanish	
ERR210409	SAMEA1972440	ERX185074	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210409/ERR210409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210409/O2.UC19-2_100423.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210409	Stool sample from spanish	
ERR210410	SAMEA2042842	ERX185075	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210410/ERR210410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210410/O2.UC20-0_090117.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210410	Stool sample from spanish	
ERR210412	SAMEA2042840	ERX185077	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210412/ERR210412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210412/O2.UC2-0_20091117.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210412	Stool sample from spanish	
ERR210413	SAMEA2042840	ERX185078	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210413/ERR210413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210413/O2.UC2-0_20100130.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210413	Stool sample from spanish	
ERR210418	SAMEA2042913	ERX185083	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210418/ERR210418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210418/O2.UC21-2_20100106.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210418	Stool sample from spanish	
ERR210427	SAMEA2042916	ERX185092	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210427/ERR210427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210427/O2.UC23-2_100423.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210427	Stool sample from spanish	
ERR210430	SAMEA2042918	ERX185095	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210430/ERR210430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210430/O2.UC24-2_20100106.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210430	Stool sample from spanish	
ERR210433	SAMEA2042921	ERX185098	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210433/ERR210433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210433/O2.UC27-0_20091130.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210433	Stool sample from spanish	
ERR210434	SAMEA1972463	ERX185099	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210434/ERR210434.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210434/O2.UC27-2_20091229.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210434	Stool sample from spanish	
ERR210436	SAMEA2042923	ERX185101	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210436/ERR210436.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210436/O2.UC29-2_100409.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210436	Stool sample from spanish	
ERR210439	SAMEA2042981	ERX185104	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210439/ERR210439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210439/O2.UC30-0_2010122.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210439	Stool sample from spanish	
ERR210441	SAMEA2042924	ERX185106	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210441/ERR210441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR210/ERR210441/O2.UC3-0_2010121.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210441	Stool sample from spanish	
